transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,lag_1,lag_2,lag_3,rolling_mean_3,user_transaction_count,target
T13533,U124,2023-02-18,Expense,Travel,7821.0,Upi,Jaipur,Fixed deposit,2023,2,18,5,5791.0,9652.0,5706.0,7049.666666666667,29,4270.0
T0230,U124,2023-02-20,Expense,Education,4270.0,Upi,Mumbai,Grocery shopping,2023,2,20,0,7821.0,5791.0,9652.0,7754.666666666667,30,35286.0
T5866,U124,2023-03-04,Income,Salary,35286.0,Upi,Lucknow,Gym membership,2023,3,4,5,4270.0,7821.0,5791.0,5960.666666666667,31,834.0
T2016,U124,2023-05-08,Expense,Travel,834.0,Unknown,Delhi,No Notes,2023,5,8,0,35286.0,4270.0,7821.0,15792.333333333334,32,3748.0
T2266,U124,2023-06-05,Expense,Travel,3748.0,Upi,Mumbai,EMI payment,2023,6,5,0,834.0,35286.0,4270.0,13463.333333333334,33,5203.0
T10756,U124,2023-06-11,Expense,Education,5203.0,Card,Delhi,No Notes,2023,6,11,6,3748.0,834.0,35286.0,13289.333333333334,34,1667.0
T12158,U124,2023-06-22,Expense,Food,1667.0,Card,Unknown,No Notes,2023,6,22,3,5203.0,3748.0,834.0,3261.6666666666665,35,1409.0
T4986,U124,2023-07-04,Expense,Travel,1409.0,Upi,Chennai,xyz123,2023,7,4,1,1667.0,5203.0,3748.0,3539.3333333333335,36,2506.0
T5559,U124,2023-08-06,Expense,Education,2506.0,Cash,Jaipur,No Notes,2023,8,6,6,1409.0,1667.0,5203.0,2759.6666666666665,37,8964.0
T13987,U124,2023-09-08,Expense,Utilities,8964.0,Upi,Lucknow,Grocery shopping,2023,9,8,4,2506.0,1409.0,1667.0,1860.6666666666667,38,1090.0
T8945,U124,2023-10-13,Expense,Utilities,1090.0,Cash,Pune,No Notes,2023,10,13,4,8964.0,2506.0,1409.0,4293.0,39,8640.0
T6605,U124,2023-10-17,Expense,Food,8640.0,Cash,Jaipur,Coffee,2023,10,17,1,1090.0,8964.0,2506.0,4186.666666666667,40,4680.0
T3381,U124,2023-12-03,Expense,Health,4680.0,Cash,Ahmedabad,asdfgh,2023,12,3,6,8640.0,1090.0,8964.0,6231.333333333333,41,7288.0
T6188,U124,2024-01-07,Expense,Entertainment,7288.0,Cash,Pune,asdfgh,2024,1,7,6,4680.0,8640.0,1090.0,4803.333333333333,42,9004.0
T1457,U124,2024-03-19,Expense,Travel,9004.0,Upi,Ahmedabad,Doctor consultation,2024,3,19,1,7288.0,4680.0,8640.0,6869.333333333333,43,1969.0
T12965,U124,2024-05-25,Expense,Food,1969.0,Cash,Jaipur,xyz123,2024,5,25,5,9004.0,7288.0,4680.0,6990.666666666667,44,4802.0
T13420,U125,2021-07-29,Expense,Education,6733.0,Bank_Transfer,Chennai,Books,2021,7,29,3,3045.0,685.0,18032.0,7254.0,3,53234.0
T8041,U125,2021-10-31,Income,Salary,53234.0,Upi,Hyderabad,Monthly rent payment,2021,10,31,6,6733.0,3045.0,685.0,3487.6666666666665,4,8400.0
T12095,U125,2022-03-20,Expense,Savings,8400.0,Upi,Chennai,Petrol,2022,3,20,6,53234.0,6733.0,3045.0,21004.0,5,9867.0
T1460,U125,2022-04-15,Expense,Utilities,9867.0,Upi,Jaipur,Shopping,2022,4,15,4,8400.0,53234.0,6733.0,22789.0,6,2917.0
T2069,U125,2022-04-20,Expense,Food,2917.0,Upi,Chennai,Restaurant dinner,2022,4,20,2,9867.0,8400.0,53234.0,23833.666666666668,7,72998.0
T13578,U125,2022-04-24,Income,Others,72998.0,Card,Ahmedabad,xyz123,2022,4,24,6,2917.0,9867.0,8400.0,7061.333333333333,8,4234.0
T10764,U125,2022-06-03,Expense,Rent,4234.0,Bank_Transfer,Chennai,Gym membership,2022,6,3,4,72998.0,2917.0,9867.0,28594.0,9,1437.0
T3935,U125,2022-06-17,Expense,Food,1437.0,Bank_Transfer,Chennai,No Notes,2022,6,17,4,4234.0,72998.0,2917.0,26716.333333333332,10,3514.0
T7616,U125,2022-06-19,Expense,Food,3514.0,Card,Bangalore,Online course,2022,6,19,6,1437.0,4234.0,72998.0,26223.0,11,66829.0
T13936,U125,2022-06-30,Income,Freelance,66829.0,Cash,Pune,Uber ride,2022,6,30,3,3514.0,1437.0,4234.0,3061.6666666666665,12,7609.0
T2414,U125,2022-08-09,Expense,Travel,7609.0,Upi,Mumbai,No Notes,2022,8,9,1,66829.0,3514.0,1437.0,23926.666666666668,13,6249.0
T2384,U125,2022-08-31,Expense,Travel,6249.0,Bank_Transfer,Unknown,Train ticket,2022,8,31,2,7609.0,66829.0,3514.0,25984.0,14,3152.0
T10271,U125,2022-11-03,Expense,Travel,3152.0,Card,Delhi,Monthly rent payment,2022,11,3,3,6249.0,7609.0,66829.0,26895.666666666668,15,8653.0
T5918,U125,2022-12-09,Expense,Rent,8653.0,Cash,Pune,xyz123,2022,12,9,4,3152.0,6249.0,7609.0,5670.0,16,7127.0
T2133,U125,2022-12-11,Expense,Education,7127.0,Cash,Kolkata,Train ticket,2022,12,11,6,8653.0,3152.0,6249.0,6018.0,17,9581.0
T2375,U125,2022-12-24,Expense,Others,9581.0,Bank_Transfer,Delhi,Petrol,2022,12,24,5,7127.0,8653.0,3152.0,6310.666666666667,18,13881.0
T2390,U125,2023-03-03,Income,Bonus,13881.0,Cash,Pune,Internet bill,2023,3,3,4,9581.0,7127.0,8653.0,8453.666666666666,19,2634.0
T2272,U125,2023-03-08,Expense,Health,2634.0,Card,Kolkata,Lunch,2023,3,8,2,13881.0,9581.0,7127.0,10196.333333333334,20,8623.0
T1262,U125,2023-07-01,Expense,Rent,8623.0,Card,Unknown,ATM withdrawal,2023,7,1,5,2634.0,13881.0,9581.0,8698.666666666666,21,67240.0
T12233,U125,2023-07-17,Income,Freelance,67240.0,Upi,Jaipur,No Notes,2023,7,17,0,8623.0,2634.0,13881.0,8379.333333333334,22,3209.0
T9451,U125,2023-11-13,Expense,Utilities,3209.0,Cash,Hyderabad,Train ticket,2023,11,13,0,67240.0,8623.0,2634.0,26165.666666666668,23,8603.0
T5055,U125,2023-11-23,Expense,Rent,8603.0,Unknown,Ahmedabad,Restaurant dinner,2023,11,23,3,3209.0,67240.0,8623.0,26357.333333333332,24,35329.0
T10890,U125,2024-01-09,Expense,Rent,35329.0,Cash,Chennai,Electricity bill,2024,1,9,1,8603.0,3209.0,67240.0,26350.666666666668,25,1012.0
T12944,U125,2024-01-21,Expense,Utilities,1012.0,Cash,Kolkata,Books,2024,1,21,6,35329.0,8603.0,3209.0,15713.666666666666,26,793.0
T7242,U125,2024-01-21,Expense,Food,793.0,Cash,Kolkata,Shopping,2024,1,21,6,1012.0,35329.0,8603.0,14981.333333333334,27,999999.0
T2589,U125,2024-02-07,Expense,Utilities,999999.0,Unknown,Delhi,Fixed deposit,2024,2,7,2,793.0,1012.0,35329.0,12378.0,28,3873.0
T6222,U125,2024-04-04,Expense,Utilities,3873.0,Card,Ahmedabad,No Notes,2024,4,4,3,999999.0,793.0,1012.0,333934.6666666667,29,1146.0
T6280,U125,2024-05-11,Expense,Rent,1146.0,Card,Chennai,...,2024,5,11,5,3873.0,999999.0,793.0,334888.3333333333,30,9698.0
T3619,U125,2024-09-10,Expense,Travel,9698.0,Cash,Jaipur,Grocery shopping,2024,9,10,1,1146.0,3873.0,999999.0,335006.0,31,4769.0
T2874,U125,2024-09-21,Expense,Utilities,4769.0,Cash,Lucknow,Coffee,2024,9,21,5,9698.0,1146.0,3873.0,4905.666666666667,32,2949.0
T11501,U125,2024-11-14,Expense,Entertainment,2949.0,Bank_Transfer,Delhi,Internet bill,2024,11,14,3,4769.0,9698.0,1146.0,5204.333333333333,33,6358.0
T3850,U125,2024-12-15,Expense,Food,6358.0,Card,Lucknow,Gym membership,2024,12,15,6,2949.0,4769.0,9698.0,5805.333333333333,34,9963.0
T6805,U126,2021-05-16,Expense,Rent,2108.0,Bank_Transfer,Lucknow,!!!,2021,5,16,6,9186.0,8488.0,1131.0,6268.333333333333,3,1841.0
T1705,U126,2021-08-24,Expense,Entertainment,1841.0,Unknown,Chennai,!!!,2021,8,24,1,2108.0,9186.0,8488.0,6594.0,4,196.0
T7588,U126,2021-09-27,Expense,Utilities,196.0,Cash,Bangalore,No Notes,2021,9,27,0,1841.0,2108.0,9186.0,4378.333333333333,5,6959.0
T4030,U126,2021-11-23,Expense,Education,6959.0,Upi,Mumbai,Books,2021,11,23,1,196.0,1841.0,2108.0,1381.6666666666667,6,27197.0
T0191,U126,2022-01-21,Income,Salary,27197.0,Unknown,Delhi,misc,2022,1,21,4,6959.0,196.0,1841.0,2998.6666666666665,7,7663.0
T0727,U126,2022-01-25,Expense,Food,7663.0,Bank_Transfer,Ahmedabad,asdfgh,2022,1,25,1,27197.0,6959.0,196.0,11450.666666666666,8,126.0
T10585,U126,2022-02-17,Expense,Health,126.0,Cash,Unknown,Doctor consultation,2022,2,17,3,7663.0,27197.0,6959.0,13939.666666666666,9,7306.0
T2674,U126,2022-03-22,Expense,Utilities,7306.0,Bank_Transfer,Ahmedabad,No Notes,2022,3,22,1,126.0,7663.0,27197.0,11662.0,10,508.0
T2269,U126,2022-03-27,Expense,Entertainment,508.0,Card,Delhi,xyz123,2022,3,27,6,7306.0,126.0,7663.0,5031.666666666667,11,21948.0
T7407,U126,2022-04-29,Expense,Rent,21948.0,Bank_Transfer,Pune,Fixed deposit,2022,4,29,4,508.0,7306.0,126.0,2646.6666666666665,12,56184.0
T2227,U126,2022-06-24,Income,Others,56184.0,Bank_Transfer,Jaipur,No Notes,2022,6,24,4,21948.0,508.0,7306.0,9920.666666666666,13,8568.0
T5446,U126,2022-07-02,Expense,Entertainment,8568.0,Bank_Transfer,Bangalore,Medicine,2022,7,2,5,56184.0,21948.0,508.0,26213.333333333332,14,129.0
T12421,U126,2022-07-28,Expense,Food,129.0,Cash,Mumbai,EMI payment,2022,7,28,3,8568.0,56184.0,21948.0,28900.0,15,4409.0
T10153,U126,2022-10-01,Expense,Food,4409.0,Cash,Jaipur,Petrol,2022,10,1,5,129.0,8568.0,56184.0,21627.0,16,780.0
T7089,U126,2022-10-03,Expense,Travel,780.0,Bank_Transfer,Pune,test,2022,10,3,0,4409.0,129.0,8568.0,4368.666666666667,17,976.0
T7869,U126,2022-10-17,Expense,Education,976.0,Upi,Jaipur,Internet bill,2022,10,17,0,780.0,4409.0,129.0,1772.6666666666667,18,22865.0
T2047,U126,2022-11-28,Income,Salary,22865.0,Cash,Unknown,No Notes,2022,11,28,0,976.0,780.0,4409.0,2055.0,19,8703.0
T12835,U126,2022-12-15,Expense,Health,8703.0,Upi,Pune,No Notes,2022,12,15,3,22865.0,976.0,780.0,8207.0,20,4706.0
T7146,U126,2023-01-06,Expense,Entertainment,4706.0,Upi,Lucknow,No Notes,2023,1,6,4,8703.0,22865.0,976.0,10848.0,21,9399.0
T11837,U126,2023-01-28,Expense,Food,9399.0,Card,Jaipur,ATM withdrawal,2023,1,28,5,4706.0,8703.0,22865.0,12091.333333333334,22,28322.0
T8011,U126,2023-03-09,Income,Freelance,28322.0,Bank_Transfer,Jaipur,No Notes,2023,3,9,3,9399.0,4706.0,8703.0,7602.666666666667,23,6958.0
T12673,U126,2023-06-12,Expense,Rent,6958.0,Card,Jaipur,Shopping,2023,6,12,0,28322.0,9399.0,4706.0,14142.333333333334,24,57365.0
T11066,U126,2023-06-17,Income,Salary,57365.0,Cash,Ahmedabad,test,2023,6,17,5,6958.0,28322.0,9399.0,14893.0,25,9690.0
T0062,U126,2023-06-28,Expense,Education,9690.0,Upi,Pune,Movie tickets,2023,6,28,2,57365.0,6958.0,28322.0,30881.666666666668,26,8358.0
T6184,U126,2023-07-11,Expense,Rent,8358.0,Unknown,Delhi,Electricity bill,2023,7,11,1,9690.0,57365.0,6958.0,24671.0,27,5765.0
T5691,U126,2023-08-31,Expense,Food,5765.0,Upi,Chennai,No Notes,2023,8,31,3,8358.0,9690.0,57365.0,25137.666666666668,28,5708.0
T12140,U126,2023-09-21,Expense,Travel,5708.0,Upi,Delhi,!!!,2023,9,21,3,5765.0,8358.0,9690.0,7937.666666666667,29,9979.0
T2128,U126,2023-10-18,Expense,Health,9979.0,Upi,Hyderabad,Internet bill,2023,10,18,2,5708.0,5765.0,8358.0,6610.333333333333,30,3466.0
T0770,U126,2023-12-10,Expense,Travel,3466.0,Bank_Transfer,Chennai,Books,2023,12,10,6,9979.0,5708.0,5765.0,7150.666666666667,31,49713.0
T6353,U126,2024-01-13,Income,Freelance,49713.0,Cash,Unknown,test,2024,1,13,5,3466.0,9979.0,5708.0,6384.333333333333,32,8260.0
T7473,U126,2024-03-23,Expense,Rent,8260.0,Cash,Chennai,Fixed deposit,2024,3,23,5,49713.0,3466.0,9979.0,21052.666666666668,33,6872.0
T1347,U126,2024-04-23,Expense,Rent,6872.0,Upi,Bangalore,Grocery shopping,2024,4,23,1,8260.0,49713.0,3466.0,20479.666666666668,34,1316.0
T4640,U126,2024-04-25,Expense,Food,1316.0,Upi,Mumbai,Train ticket,2024,4,25,3,6872.0,8260.0,49713.0,21615.0,35,720.0
T4966,U126,2024-04-27,Expense,Food,720.0,Bank_Transfer,Bangalore,xyz123,2024,4,27,5,1316.0,6872.0,8260.0,5482.666666666667,36,9256.0
T0788,U126,2024-04-30,Expense,Rent,9256.0,Cash,Kolkata,Uber ride,2024,4,30,1,720.0,1316.0,6872.0,2969.3333333333335,37,917.0
T13155,U126,2024-05-24,Expense,Food,917.0,Upi,Unknown,Coffee,2024,5,24,4,9256.0,720.0,1316.0,3764.0,38,4985.0
T2976,U126,2024-07-31,Expense,Travel,4985.0,Bank_Transfer,Lucknow,Train ticket,2024,7,31,2,917.0,9256.0,720.0,3631.0,39,2575.0
T4481,U126,2024-09-14,Expense,Food,2575.0,Bank_Transfer,Pune,EMI payment,2024,9,14,5,4985.0,917.0,9256.0,5052.666666666667,40,5673.0
T7894,U126,2024-09-18,Expense,Travel,5673.0,Card,Ahmedabad,No Notes,2024,9,18,2,2575.0,4985.0,917.0,2825.6666666666665,41,48411.0
T9840,U126,2024-09-24,Expense,Rent,48411.0,Upi,Lucknow,Doctor consultation,2024,9,24,1,5673.0,2575.0,4985.0,4411.0,42,64627.0
T0180,U126,2024-11-03,Income,Others,64627.0,Bank_Transfer,Pune,No Notes,2024,11,3,6,48411.0,5673.0,2575.0,18886.333333333332,43,57103.0
T10094,U126,2024-11-11,Income,Salary,57103.0,Upi,Unknown,Gym membership,2024,11,11,0,64627.0,48411.0,5673.0,39570.333333333336,44,224611.0
T1690,U127,2021-11-02,Expense,Education,2012.0,Card,Unknown,Internet bill,2021,11,2,1,9113.0,3146.0,3444.0,5234.333333333333,3,445.0
T4162,U127,2021-12-27,Expense,Health,445.0,Upi,Ahmedabad,xyz123,2021,12,27,0,2012.0,9113.0,3146.0,4757.0,4,1758.0
T2134,U127,2022-02-17,Expense,Travel,1758.0,Upi,Unknown,No Notes,2022,2,17,3,445.0,2012.0,9113.0,3856.6666666666665,5,3824.0
T3057,U127,2022-02-27,Expense,Utilities,3824.0,Cash,Delhi,Restaurant dinner,2022,2,27,6,1758.0,445.0,2012.0,1405.0,6,6565.0
T5947,U127,2022-03-28,Expense,Utilities,6565.0,Cash,Unknown,ATM withdrawal,2022,3,28,0,3824.0,1758.0,445.0,2009.0,7,7423.0
T12166,U127,2022-04-15,Expense,Utilities,7423.0,Bank_Transfer,Hyderabad,Grocery shopping,2022,4,15,4,6565.0,3824.0,1758.0,4049.0,8,7310.0
T7139,U127,2022-04-22,Expense,Health,7310.0,Cash,Delhi,Fixed deposit,2022,4,22,4,7423.0,6565.0,3824.0,5937.333333333333,9,5832.0
T6745,U127,2022-04-24,Expense,Travel,5832.0,Cash,Pune,Coffee,2022,4,24,6,7310.0,7423.0,6565.0,7099.333333333333,10,40009.0
T12567,U127,2022-05-06,Income,Investment,40009.0,Upi,Ahmedabad,Train ticket,2022,5,6,4,5832.0,7310.0,7423.0,6855.0,11,3774.0
T4949,U127,2022-06-26,Expense,Health,3774.0,Cash,Hyderabad,Train ticket,2022,6,26,6,40009.0,5832.0,7310.0,17717.0,12,5253.0
T9411,U127,2022-09-03,Expense,Food,5253.0,Cash,Pune,Monthly rent payment,2022,9,3,5,3774.0,40009.0,5832.0,16538.333333333332,13,2137.0
T5967,U127,2022-10-20,Expense,Food,2137.0,Cash,Delhi,Medicine,2022,10,20,3,5253.0,3774.0,40009.0,16345.333333333334,14,3980.0
T4064,U127,2023-04-11,Expense,Food,3980.0,Upi,Pune,Petrol,2023,4,11,1,2137.0,5253.0,3774.0,3721.3333333333335,15,36037.0
T5017,U127,2023-11-03,Income,Salary,36037.0,Upi,Ahmedabad,Coffee,2023,11,3,4,3980.0,2137.0,5253.0,3790.0,16,1845.0
T1070,U127,2024-03-02,Expense,Food,1845.0,Bank_Transfer,Hyderabad,...,2024,3,2,5,36037.0,3980.0,2137.0,14051.333333333334,17,37975.0
T11158,U127,2024-03-11,Income,Bonus,37975.0,Card,Delhi,...,2024,3,11,0,1845.0,36037.0,3980.0,13954.0,18,285939.0
T7369,U127,2024-06-15,Income,Bonus,285939.0,Cash,Mumbai,Electricity bill,2024,6,15,5,37975.0,1845.0,36037.0,25285.666666666668,19,3629.0
T5893,U127,2024-06-16,Expense,Food,3629.0,Unknown,Mumbai,misc,2024,6,16,6,285939.0,37975.0,1845.0,108586.33333333333,20,1635.0
T12445,U127,2024-10-14,Expense,Travel,1635.0,Cash,Delhi,ATM withdrawal,2024,10,14,0,3629.0,285939.0,37975.0,109181.0,21,6574.0
T13825,U127,2024-11-17,Expense,Food,6574.0,Upi,Delhi,Petrol,2024,11,17,6,1635.0,3629.0,285939.0,97067.66666666667,22,1113.0
T0776,U128,2021-03-16,Expense,Food,6856.0,Unknown,Mumbai,Books,2021,3,16,1,2969.0,116.0,1095.0,1393.3333333333333,3,8041.0
T0045,U128,2021-04-16,Expense,Rent,8041.0,Card,Mumbai,!!!,2021,4,16,4,6856.0,2969.0,116.0,3313.6666666666665,4,1323.0
T10711,U128,2021-04-27,Expense,Savings,1323.0,Upi,Unknown,No Notes,2021,4,27,1,8041.0,6856.0,2969.0,5955.333333333333,5,57527.0
T6340,U128,2021-06-19,Income,Salary,57527.0,Card,Bangalore,No Notes,2021,6,19,5,1323.0,8041.0,6856.0,5406.666666666667,6,28527.0
T1411,U128,2021-07-15,Income,Salary,28527.0,Upi,Jaipur,Online course,2021,7,15,3,57527.0,1323.0,8041.0,22297.0,7,2804.0
T9203,U128,2021-07-26,Expense,Travel,2804.0,Upi,Bangalore,ATM withdrawal,2021,7,26,0,28527.0,57527.0,1323.0,29125.666666666668,8,2678.0
T0888,U128,2021-08-24,Expense,Utilities,2678.0,Bank_Transfer,Bangalore,Electricity bill,2021,8,24,1,2804.0,28527.0,57527.0,29619.333333333332,9,999999.0
T2183,U128,2021-08-26,Expense,Travel,999999.0,Upi,Mumbai,Petrol,2021,8,26,3,2678.0,2804.0,28527.0,11336.333333333334,10,7052.0
T5353,U128,2021-08-28,Expense,Entertainment,7052.0,Card,Delhi,No Notes,2021,8,28,5,999999.0,2678.0,2804.0,335160.3333333333,11,2556.0
T6071,U128,2021-09-11,Expense,Food,2556.0,Card,Unknown,No Notes,2021,9,11,5,7052.0,999999.0,2678.0,336576.3333333333,12,6484.0
T10267,U128,2021-10-19,Expense,Rent,6484.0,Upi,Jaipur,Fixed deposit,2021,10,19,1,2556.0,7052.0,999999.0,336535.6666666667,13,5021.0
T10729,U128,2021-11-20,Expense,Rent,5021.0,Card,Delhi,misc,2021,11,20,5,6484.0,2556.0,7052.0,5364.0,14,43218.0
T10579,U128,2022-01-09,Income,Others,43218.0,Upi,Delhi,Shopping,2022,1,9,6,5021.0,6484.0,2556.0,4687.0,15,3124.0
T13500,U128,2022-03-21,Expense,Food,3124.0,Bank_Transfer,Ahmedabad,...,2022,3,21,0,43218.0,5021.0,6484.0,18241.0,16,4096.0
T4912,U128,2022-04-07,Expense,Food,4096.0,Cash,Ahmedabad,test,2022,4,7,3,3124.0,43218.0,5021.0,17121.0,17,20238.0
T9065,U128,2022-04-21,Income,Bonus,20238.0,Upi,Jaipur,Monthly rent payment,2022,4,21,3,4096.0,3124.0,43218.0,16812.666666666668,18,5138.0
T6735,U128,2022-05-03,Expense,Entertainment,5138.0,Card,Mumbai,Train ticket,2022,5,3,1,20238.0,4096.0,3124.0,9152.666666666666,19,8945.0
T8613,U128,2022-05-06,Expense,Health,8945.0,Upi,Jaipur,No Notes,2022,5,6,4,5138.0,20238.0,4096.0,9824.0,20,4736.0
T6634,U128,2022-08-05,Expense,Entertainment,4736.0,Unknown,Jaipur,Internet bill,2022,8,5,4,8945.0,5138.0,20238.0,11440.333333333334,21,77493.0
T1500,U128,2022-10-06,Income,Others,77493.0,Upi,Pune,Restaurant dinner,2022,10,6,3,4736.0,8945.0,5138.0,6273.0,22,5560.0
T8753,U128,2022-10-31,Expense,Travel,5560.0,Upi,Mumbai,Fixed deposit,2022,10,31,0,77493.0,4736.0,8945.0,30391.333333333332,23,3386.0
T6093,U128,2022-11-25,Expense,Education,3386.0,Cash,Kolkata,EMI payment,2022,11,25,4,5560.0,77493.0,4736.0,29263.0,24,3287.0
T11730,U128,2023-02-11,Expense,Food,3287.0,Cash,Chennai,ATM withdrawal,2023,2,11,5,3386.0,5560.0,77493.0,28813.0,25,1794.0
T1289,U128,2023-02-15,Expense,Food,1794.0,Upi,Chennai,Online course,2023,2,15,2,3287.0,3386.0,5560.0,4077.6666666666665,26,5845.0
T1712,U128,2023-02-23,Expense,Rent,5845.0,Upi,Pune,xyz123,2023,2,23,3,1794.0,3287.0,3386.0,2822.3333333333335,27,2532.0
T7656,U128,2023-04-07,Expense,Food,2532.0,Upi,Unknown,Movie tickets,2023,4,7,4,5845.0,1794.0,3287.0,3642.0,28,42939.0
T7008,U128,2023-04-29,Expense,Rent,42939.0,Cash,Mumbai,No Notes,2023,4,29,5,2532.0,5845.0,1794.0,3390.3333333333335,29,7101.0
T4147,U128,2023-05-09,Expense,Food,7101.0,Cash,Delhi,Shopping,2023,5,9,1,42939.0,2532.0,5845.0,17105.333333333332,30,35731.0
T5544,U128,2023-11-08,Expense,Rent,35731.0,Upi,Mumbai,xyz123,2023,11,8,2,7101.0,42939.0,2532.0,17524.0,31,865.0
T13128,U128,2023-11-14,Expense,Health,865.0,Bank_Transfer,Lucknow,Train ticket,2023,11,14,1,35731.0,7101.0,42939.0,28590.333333333332,32,44729.0
T6774,U128,2023-11-23,Income,Bonus,44729.0,Upi,Kolkata,EMI payment,2023,11,23,3,865.0,35731.0,7101.0,14565.666666666666,33,6823.0
T10481,U128,2024-09-03,Expense,Travel,6823.0,Upi,Jaipur,Lunch,2024,9,3,1,44729.0,865.0,35731.0,27108.333333333332,34,20102.0
T5986,U128,2024-11-03,Income,Bonus,20102.0,Bank_Transfer,Ahmedabad,No Notes,2024,11,3,6,6823.0,44729.0,865.0,17472.333333333332,35,693.0
T3387,U129,2021-09-01,Income,Others,25243.0,Card,Unknown,Shopping,2021,9,1,2,8549.0,12151.0,6905.0,9201.666666666666,3,825.0
T6071,U129,2021-09-13,Expense,Utilities,825.0,Bank_Transfer,Mumbai,ATM withdrawal,2021,9,13,0,25243.0,8549.0,12151.0,15314.333333333334,4,8842.0
T2799,U129,2021-10-21,Expense,Education,8842.0,Upi,Ahmedabad,Internet bill,2021,10,21,3,825.0,25243.0,8549.0,11539.0,5,2456.0
T5163,U129,2022-03-13,Expense,Health,2456.0,Bank_Transfer,Pune,test,2022,3,13,6,8842.0,825.0,25243.0,11636.666666666666,6,6819.0
T11553,U129,2022-03-30,Expense,Savings,6819.0,Cash,Kolkata,Shopping,2022,3,30,2,2456.0,8842.0,825.0,4041.0,7,8847.0
T13217,U129,2022-05-25,Expense,Savings,8847.0,Bank_Transfer,Mumbai,Online course,2022,5,25,2,6819.0,2456.0,8842.0,6039.0,8,4120.0
T6042,U129,2022-07-05,Expense,Food,4120.0,Upi,Pune,Coffee,2022,7,5,1,8847.0,6819.0,2456.0,6040.666666666667,9,6799.0
T5011,U129,2022-07-16,Expense,Travel,6799.0,Card,Bangalore,Restaurant dinner,2022,7,16,5,4120.0,8847.0,6819.0,6595.333333333333,10,47971.0
T0833,U129,2022-07-19,Income,Salary,47971.0,Upi,Chennai,Books,2022,7,19,1,6799.0,4120.0,8847.0,6588.666666666667,11,1611.0
T11073,U129,2022-07-25,Expense,Travel,1611.0,Cash,Pune,No Notes,2022,7,25,0,47971.0,6799.0,4120.0,19630.0,12,6937.0
T12083,U129,2022-08-01,Expense,Education,6937.0,Cash,Ahmedabad,No Notes,2022,8,1,0,1611.0,47971.0,6799.0,18793.666666666668,13,2533.0
T3201,U129,2022-08-11,Expense,Food,2533.0,Upi,Lucknow,Online course,2022,8,11,3,6937.0,1611.0,47971.0,18839.666666666668,14,1373.0
T10736,U129,2022-08-18,Expense,Food,1373.0,Bank_Transfer,Pune,Electricity bill,2022,8,18,3,2533.0,6937.0,1611.0,3693.6666666666665,15,1956.0
T5241,U129,2022-12-01,Expense,Health,1956.0,Card,Delhi,Gym membership,2022,12,1,3,1373.0,2533.0,6937.0,3614.3333333333335,16,59790.0
T0653,U129,2023-02-06,Income,Bonus,59790.0,Upi,Chennai,Shopping,2023,2,6,0,1956.0,1373.0,2533.0,1954.0,17,2399.0
T0222,U129,2023-03-24,Expense,Entertainment,2399.0,Card,Mumbai,Gym membership,2023,3,24,4,59790.0,1956.0,1373.0,21039.666666666668,18,2719.0
T10649,U129,2023-06-24,Expense,Food,2719.0,Bank_Transfer,Bangalore,Petrol,2023,6,24,5,2399.0,59790.0,1956.0,21381.666666666668,19,8780.0
T9063,U129,2023-06-25,Expense,Travel,8780.0,Cash,Lucknow,Books,2023,6,25,6,2719.0,2399.0,59790.0,21636.0,20,1433.0
T13876,U129,2023-07-07,Expense,Rent,1433.0,Card,Bangalore,!!!,2023,7,7,4,8780.0,2719.0,2399.0,4632.666666666667,21,7048.0
T12817,U129,2023-07-30,Expense,Utilities,7048.0,Unknown,Mumbai,No Notes,2023,7,30,6,1433.0,8780.0,2719.0,4310.666666666667,22,122.0
T9100,U129,2023-10-04,Expense,Food,122.0,Unknown,Mumbai,Uber ride,2023,10,4,2,7048.0,1433.0,8780.0,5753.666666666667,23,8846.0
T12033,U129,2023-10-12,Expense,Entertainment,8846.0,Bank_Transfer,Hyderabad,Shopping,2023,10,12,3,122.0,7048.0,1433.0,2867.6666666666665,24,4990.0
T10419,U129,2023-11-06,Expense,Food,4990.0,Bank_Transfer,Chennai,Doctor consultation,2023,11,6,0,8846.0,122.0,7048.0,5338.666666666667,25,26382.0
T10145,U129,2023-12-08,Income,Others,26382.0,Upi,Jaipur,asdfgh,2023,12,8,4,4990.0,8846.0,122.0,4652.666666666667,26,33748.0
T10114,U129,2024-01-14,Expense,Rent,33748.0,Upi,Delhi,No Notes,2024,1,14,6,26382.0,4990.0,8846.0,13406.0,27,3980.0
T4952,U129,2024-02-24,Expense,Rent,3980.0,Bank_Transfer,Chennai,Uber ride,2024,2,24,5,33748.0,26382.0,4990.0,21706.666666666668,28,28176.0
T7468,U129,2024-03-02,Expense,Rent,28176.0,Upi,Hyderabad,EMI payment,2024,3,2,5,3980.0,33748.0,26382.0,21370.0,29,2919.0
T8182,U129,2024-03-20,Expense,Utilities,2919.0,Card,Chennai,Electricity bill,2024,3,20,2,28176.0,3980.0,33748.0,21968.0,30,6832.0
T5287,U129,2024-04-11,Expense,Entertainment,6832.0,Cash,Jaipur,Fixed deposit,2024,4,11,3,2919.0,28176.0,3980.0,11691.666666666666,31,4212.0
